,tactic_href,Overall WIN %,Overall LOSS %,Overall DRAW %,Overall POINTS PER GAME,Overall MATCHES WON,Overall MATCHES LOST,Overall MATCHES DRAW,Overall TOTAL POINTS,Overall GOAL SCORED,Overall GOAL PER MATCH,Overall GOAL CONCEDED,Overall CONCEDED PER MATCH,Overall GOAL DIFFERENCE,Subtop WIN %,Subtop LOSS %,Subtop DRAW %,Subtop POINTS PER GAME,Subtop MATCHES WON,Subtop MATCHES LOST,Subtop MATCHES DRAW,Subtop TOTAL POINTS,Subtop GOAL SCORED,Subtop GOAL PER MATCH,Subtop GOAL CONCEDED,Subtop CONCEDED PER MATCH,Subtop GOAL DIFFERENCE,Underdog WIN %,Underdog LOSS %,Underdog DRAW %,Underdog POINTS PER GAME,Underdog MATCHES WON,Underdog MATCHES LOST,Underdog MATCHES DRAW,Underdog TOTAL POINTS,Underdog GOAL SCORED,Underdog GOAL PER MATCH,Underdog GOAL CONCEDED,Underdog CONCEDED PER MATCH,Underdog GOAL DIFFERENCE,download_href,Author,Name,Formation,Game Version,Date Tested
0,https://beta.fm-base.co.uk/tactics/22.4.1/4141-goal-machine-223-zaz-blue-40-tweak-581905-6148,68.13,15.00,16.88,2.21,109,24,27,354,461,2.88,236,1.48,225,75.00,8.75,16.25,2.41,60,7,13,193,249,3.11,94,1.18,155,61.25,21.25,17.50,2.01,49,17,14,161,212,2.65,142,1.77,70,https://fm-base.co.uk/resources/6148/download?file=581905,Will1981,4141 Goal Machine 22.3 (ZaZ - Blue 4.0 Tweak),4-1-4-1,22.4.1,27 February 2022
1,https://beta.fm-base.co.uk/tactics/22.4.1/stephenhk-shaolin-433-v2-576319-6031,65.63,20.00,14.37,2.11,105,32,23,338,452,2.83,242,1.51,210,73.75,15.00,11.25,2.33,59,12,9,186,235,2.94,101,1.26,134,57.50,25.00,17.50,1.90,46,20,14,152,217,2.71,141,1.76,76,https://fm-base.co.uk/resources/6031/download?file=576319,fc.cadoni,StephenHK - SHAOLIN 433 v2,4-1-2-3,22.4.1,16 January 2022
2,https://beta.fm-base.co.uk/tactics/22.4.1/diamond-destroyer-zaz-blue-dm-martin-snoop-433-hybrid-578321-6073,62.50,17.50,20.00,2.08,100,28,32,332,394,2.46,198,1.24,196,66.25,13.75,20.00,2.19,53,11,16,175,215,2.69,94,1.18,121,58.75,21.25,20.00,1.96,47,17,16,157,179,2.24,104,1.30,75,https://fm-base.co.uk/resources/6073/download?file=578321,Will1981,Diamond Destroyer (ZaZ - Blue DM - Martin Snoop 433 Hybrid),4-1-2-1-2,22.4.1,29 January 2022
3,https://beta.fm-base.co.uk/tactics/22.4.1/hiding-in-the-shadows-579255-6090,64.38,21.25,14.37,2.08,103,34,23,332,396,2.48,216,1.35,180,76.25,13.75,10.00,2.39,61,11,8,191,226,2.83,85,1.06,141,52.50,28.75,18.75,1.76,42,23,15,141,170,2.13,131,1.64,39,https://fm-base.co.uk/resources/6090/download?file=579255,Will1981,Hiding in the Shadows,4-2-3-1,22.4.1,3 February 2022
4,https://beta.fm-base.co.uk/tactics/22.4.1/kaka-cant-dance-433-580033-6108,63.13,19.38,17.50,2.07,101,31,28,331,445,2.78,250,1.56,195,72.50,8.75,18.75,2.36,58,7,15,189,245,3.06,93,1.16,152,53.75,30.00,16.25,1.77,43,24,13,142,200,2.50,157,1.96,43,https://fm-base.co.uk/resources/6108/download?file=580033,bridle28,Kaka Cant Dance 433,4-1-2-3,22.4.1,11 February 2022
5,https://beta.fm-base.co.uk/tactics/22.4.1/zaz-green-50-586095-6271,63.13,21.25,15.63,2.05,101,34,25,328,413,2.58,219,1.37,194,75.00,11.25,13.75,2.39,60,9,11,191,234,2.92,77,0.96,157,51.25,31.25,17.50,1.71,41,25,14,137,179,2.24,142,1.77,37,https://fm-base.co.uk/resources/6271/download?file=586095,ZaZ,ZaZ - Green 5.0,4-1-2-2-1,22.4.1,22 April 2022
6,https://beta.fm-base.co.uk/tactics/22.4.1/promis9-positive-tiki-taka-tweak-587979-6399,61.25,18.13,20.63,2.04,98,29,33,327,443,2.77,209,1.31,234,73.75,13.75,12.50,2.34,59,11,10,187,246,3.08,85,1.06,161,48.75,22.50,28.75,1.75,39,18,23,140,197,2.46,124,1.55,73,https://fm-base.co.uk/resources/6399/download?file=587979,cucu111,PROMIS9 (Positive Tiki Taka Tweak),4-1-1-3-1,22.4.1,18 May 2022
7,https://beta.fm-base.co.uk/tactics/22.4.1/zaz-blue-40-581445-6134,61.88,20.63,17.50,2.03,99,33,28,325,477,2.98,253,1.58,224,73.75,10.00,16.25,2.38,59,8,13,190,266,3.33,94,1.18,172,50.00,31.25,18.75,1.69,40,25,15,135,211,2.64,159,1.99,52,https://fm-base.co.uk/resources/6134/download?file=581445,ZaZ,ZaZ - Blue 4.0,4-1-3-2,22.4.1,22 February 2022
8,https://beta.fm-base.co.uk/tactics/22.4.1/leopfvclubedos5-zaz-blue-dm-tweak-589301-6477,62.50,21.88,15.63,2.03,100,35,25,325,462,2.89,312,1.95,150,73.75,12.50,13.75,2.35,59,10,11,188,243,3.04,120,1.50,123,51.25,31.25,17.50,1.71,41,25,14,137,219,2.74,192,2.40,27,https://fm-base.co.uk/resources/6477/download?file=589301,leopfv,LeoPFV_Clube_dos_5_( ZaZ - Blue DM Tweak ),4-1-2-3,22.4.1,21 May 2022
9,https://beta.fm-base.co.uk/tactics/22.4.1/attacking-4-2-3-1-with-striker-focus-v2-572794-5954,61.25,19.38,19.38,2.03,98,31,31,325,412,2.58,225,1.41,187,77.50,8.75,13.75,2.46,62,7,11,197,244,3.05,87,1.09,157,45.00,30.00,25.00,1.60,36,24,20,128,168,2.10,138,1.73,30,https://fm-base.co.uk/resources/5954/download?file=572794,Blad3,Attacking 4-2-3-1 with Striker focus V2,4-2-3-1,22.4.1,28 December 2021
10,https://beta.fm-base.co.uk/tactics/22.4.1/zaz-blue-30-rpm-571498-5935,62.50,22.50,15.00,2.02,100,36,24,324,461,2.88,290,1.81,171,76.25,10.00,13.75,2.42,61,8,11,194,267,3.34,113,1.41,154,48.75,35.00,16.25,1.63,39,28,13,130,194,2.42,177,2.21,17,https://fm-base.co.uk/resources/5935/download?file=571498,ZaZ,ZaZ - Blue 3.0 RPM,4-1-2-1-2,22.4.1,21 December 2021
11,https://beta.fm-base.co.uk/tactics/22.4.1/zaz-blue-33-579943-6105,62.50,23.13,14.37,2.02,100,37,23,323,452,2.83,257,1.61,195,76.25,13.75,10.00,2.39,61,11,8,191,269,3.36,115,1.44,154,48.75,32.50,18.75,1.65,39,26,15,132,183,2.29,142,1.77,41,https://fm-base.co.uk/resources/6105/download?file=579943,ZaZ,ZaZ - Blue 3.3,4-1-2-1-2,22.4.1,11 February 2022
12,https://beta.fm-base.co.uk/tactics/22.4.1/fm223-kung-fu-433-rpm-vol-582873-6168,63.13,24.38,12.50,2.02,101,39,20,323,470,2.94,278,1.74,192,76.25,16.25,7.50,2.36,61,13,6,189,255,3.19,105,1.31,150,50.00,32.50,17.50,1.68,40,26,14,134,215,2.69,173,2.16,42,https://fm-base.co.uk/resources/6168/download?file=582873,fc.cadoni,FM22.3 KUNG FU 433 RPM VOL,4-3-3,22.4.1,7 March 2022
13,https://beta.fm-base.co.uk/tactics/22.4.1/reaper-2022-v2-583318-6180,60.62,20.00,19.38,2.01,97,32,31,322,439,2.74,229,1.43,210,78.75,10.00,11.25,2.48,63,8,9,198,257,3.21,76,0.95,181,42.50,30.00,27.50,1.55,34,24,22,124,182,2.27,153,1.91,29,https://fm-base.co.uk/resources/6180/download?file=583318,saup0625,Reaper 2022 v2,4-1-5-0,22.4.1,15 March 2022
14,https://beta.fm-base.co.uk/tactics/22.4.1/update2022316-jurgen-norbert-klopp-4-3-3-liverpool-style-583829-6163,60.62,20.63,18.75,2.01,97,33,30,321,389,2.43,210,1.31,179,70.00,11.25,18.75,2.29,56,9,15,183,220,2.75,84,1.05,136,51.25,30.00,18.75,1.73,41,24,15,138,169,2.11,126,1.57,43,https://fm-base.co.uk/resources/6163/download?file=583829,Sebastian3,Update2022/3/16 Jürgen Norbert Klopp 4-3-3 Liverpool Style,4-1-2-2-1,22.4.1,22 April 2022
15,https://beta.fm-base.co.uk/tactics/22.4.1/robbens-left-foot-4-3-3-581813-6144,58.75,17.50,23.75,2.00,94,28,38,320,404,2.52,222,1.39,182,65.00,11.25,23.75,2.19,52,9,19,175,215,2.69,92,1.15,123,52.50,23.75,23.75,1.81,42,19,19,145,189,2.36,130,1.63,59,https://fm-base.co.uk/resources/6144/download?file=581813,bridle28,Robbens Left Foot 4-3-3,4-3-3,22.4.1,24 February 2022
16,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-1-2-1-2-222-v49-tweak-579525-6099,62.50,25.00,12.50,2.00,100,40,20,320,433,2.71,269,1.68,164,68.75,17.50,13.75,2.20,55,14,11,176,218,2.73,104,1.30,114,56.25,32.50,11.25,1.80,45,26,9,144,215,2.69,165,2.06,50,https://fm-base.co.uk/resources/6099/download?file=579525,soramon,CZY 4-1-2-1-2 22.2 V49 Tweak,4-1-2-1-2,22.4.1,11 February 2022
17,https://beta.fm-base.co.uk/tactics/22.4.1/heisenberg-tiki-taka-4-3-3-222-573928-5966,61.25,22.50,16.25,2.00,98,36,26,320,383,2.39,200,1.25,183,70.00,17.50,12.50,2.23,56,14,10,178,213,2.66,83,1.04,130,52.50,27.50,20.00,1.77,42,22,16,142,170,2.13,117,1.46,53,https://fm-base.co.uk/resources/5966/download?file=573928,Heisenberg46,Heisenberg Tiki-Taka 4-3-3 (22.2),4-1-2-2-1,22.4.1,4 January 2022
18,https://beta.fm-base.co.uk/tactics/22.4.1/el-turco-4141-new-goal-machine-2241-587227-6361,61.25,23.13,15.63,1.99,98,37,25,319,487,3.04,309,1.93,178,77.50,11.25,11.25,2.44,62,9,9,195,275,3.44,115,1.44,160,45.00,35.00,20.00,1.55,36,28,16,124,212,2.65,194,2.42,18,https://fm-base.co.uk/resources/6361/download?file=587227,elturco09,EL TURCO - 4141 New Goal Machine 22.4.1,4-1-4-1,22.4.1,18 May 2022
19,https://beta.fm-base.co.uk/tactics/22.4.1/red-liverpool-4-3-3-v3-579836-6103,60.62,23.13,16.25,1.98,97,37,26,317,381,2.38,221,1.38,160,73.75,13.75,12.50,2.34,59,11,10,187,226,2.83,90,1.13,136,47.50,32.50,20.00,1.63,38,26,16,130,155,1.94,131,1.64,24,https://fm-base.co.uk/resources/6103/download?file=579836,Sebastian3,Red Liverpool 4-3-3 V3,4-1-2-2-1,22.4.1,11 February 2022
20,https://beta.fm-base.co.uk/tactics/22.4.1/theta-fm-2022-v-223-by-birol-ozturk-582503-6160,62.50,26.88,10.63,1.98,100,43,17,317,421,2.63,253,1.58,168,81.25,11.25,7.50,2.51,65,9,6,201,259,3.24,89,1.11,170,43.75,42.50,13.75,1.45,35,34,11,116,162,2.02,164,2.05,-2,https://fm-base.co.uk/resources/6160/download?file=582503,Ozturk 58,THETA FM 2022 V 22.3 By Birol Öztürk,4-1-3-1-1,22.4.1,7 March 2022
21,https://beta.fm-base.co.uk/tactics/22.4.1/red-liverpool-4-3-3-v3-579836-6103,60.62,23.13,16.25,1.98,97,37,26,317,381,2.38,221,1.38,160,73.75,13.75,12.50,2.34,59,11,10,187,226,2.83,90,1.13,136,47.50,32.50,20.00,1.63,38,26,16,130,155,1.94,131,1.64,24,https://fm-base.co.uk/resources/6103/download?file=579836,Sebastian3,Red Liverpool 4-3-3 V3,4-1-2-2-1,22.4.1,11 February 2022
22,https://beta.fm-base.co.uk/tactics/22.4.1/update-klopp-4-3-3-liverpool-style-version-2241-dutch-tulip-4-2-3-1-v2-mezss-version-2241-586261-6279,60.00,22.50,17.50,1.98,96,36,28,316,406,2.54,220,1.38,186,73.75,13.75,12.50,2.34,59,11,10,187,232,2.90,93,1.16,139,46.25,31.25,22.50,1.61,37,25,18,129,174,2.17,127,1.59,47,https://fm-base.co.uk/resources/6279/download?file=586261,Sebastian3,Update Klopp 4-3-3 Liverpool Style Version 22.4.1 +Dutch tulip 4-2-3-1 V2 MEZ+SS Version 22.4.1,4-1-2-2-1,22.4.1,22 April 2022
23,https://beta.fm-base.co.uk/tactics/22.4.1/fm223-chicken-wing-4231-582879-6171,61.25,25.00,13.75,1.98,98,40,22,316,457,2.86,252,1.57,205,68.75,15.00,16.25,2.23,55,12,13,178,253,3.16,105,1.31,148,53.75,35.00,11.25,1.73,43,28,9,138,204,2.55,147,1.84,57,https://fm-base.co.uk/resources/6171/download?file=582879,fc.cadoni,FM22.3 CHICKEN WING 4231,4-2-3-1,22.4.1,7 March 2022
24,https://beta.fm-base.co.uk/tactics/22.4.1/433-andreestalinho-566795-5773,58.75,20.63,20.63,1.97,94,33,33,315,399,2.49,241,1.51,158,80.00,5.00,15.00,2.55,64,4,12,204,223,2.79,77,0.96,146,37.50,36.25,26.25,1.39,30,29,21,111,176,2.20,164,2.05,12,https://fm-base.co.uk/resources/5773/download?file=566795,Andreestalinho,433 andreestalinho,4-1-2-2-1,22.4.1,13 December 2021
25,https://beta.fm-base.co.uk/tactics/22.4.1/the-most-famous-mermaid-ariel-586368-6284,60.00,23.75,16.25,1.96,96,38,26,314,405,2.53,221,1.38,184,67.50,16.25,16.25,2.19,54,13,13,175,226,2.83,93,1.16,133,52.50,31.25,16.25,1.74,42,25,13,139,179,2.24,128,1.60,51,https://fm-base.co.uk/resources/6284/download?file=586368,DoubleR,The most famous mermaid: Ariel!,4-1-2-2-1,22.4.1,22 April 2022
26,https://beta.fm-base.co.uk/tactics/22.4.1/stephenhk-kung-fu-4123-576304-6028,59.38,23.13,17.50,1.96,95,37,28,313,390,2.44,239,1.49,151,71.25,13.75,15.00,2.29,57,11,12,183,214,2.67,86,1.07,128,47.50,32.50,20.00,1.63,38,26,16,130,176,2.20,153,1.91,23,https://fm-base.co.uk/resources/6028/download?file=576304,fc.cadoni,StephenHK - KUNG FU 4123,4-1-2-2-1,22.4.1,16 January 2022
27,https://beta.fm-base.co.uk/tactics/22.4.1/quadruple-winning-433-575476-6009,58.13,21.25,20.63,1.95,93,34,33,312,377,2.36,250,1.56,127,63.75,16.25,20.00,2.11,51,13,16,169,198,2.48,108,1.35,90,52.50,26.25,21.25,1.79,42,21,17,143,179,2.24,142,1.77,37,https://fm-base.co.uk/resources/6009/download?file=575476,Ozzy20,QUADRUPLE WINNING 433!!!,4-1-2-1-2,22.4.1,16 January 2022
28,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-3-3-222-v36-tweak-578079-6068,57.50,20.00,22.50,1.95,92,32,36,312,350,2.19,212,1.32,138,65.00,15.00,20.00,2.15,52,12,16,172,198,2.48,98,1.23,100,50.00,25.00,25.00,1.75,40,20,20,140,152,1.90,114,1.43,38,https://fm-base.co.uk/resources/6068/download?file=578079,soramon,CZY 4-3-3 22.2 V36 Tweak,4-1-2-2-1,22.4.1,29 January 2022
29,https://beta.fm-base.co.uk/tactics/22.4.1/fm-22-elturco-fenomeno-2240-584900-6205,60.62,26.25,13.13,1.95,97,42,21,312,389,2.43,233,1.46,156,73.75,16.25,10.00,2.31,59,13,8,185,227,2.84,97,1.21,130,47.50,36.25,16.25,1.59,38,29,13,127,162,2.02,136,1.70,26,https://fm-base.co.uk/resources/6205/download?file=584900,elturco09,FM 22 - ELTURCO-FENOMENO - 22.4.0,4-2-2-2,22.4.1,22 April 2022
30,https://beta.fm-base.co.uk/tactics/22.4.1/fm223-shaolin-433-w-582875-6169,58.13,21.25,20.63,1.95,93,34,33,312,415,2.59,239,1.49,176,65.00,13.75,21.25,2.16,52,11,17,173,224,2.80,93,1.16,131,51.25,28.75,20.00,1.74,41,23,16,139,191,2.39,146,1.82,45,https://fm-base.co.uk/resources/6169/download?file=582875,fc.cadoni,FM22.3 SHAOLIN 433 W,4-3-2-1,22.4.1,7 March 2022
31,https://beta.fm-base.co.uk/tactics/22.4.1/4141-goal-machine-zaz-blue-32-aw-tweak-579438-6097,58.75,23.13,18.13,1.94,94,37,29,311,431,2.69,248,1.55,183,75.00,11.25,13.75,2.39,60,9,11,191,248,3.10,76,0.95,172,42.50,35.00,22.50,1.50,34,28,18,120,183,2.29,172,2.15,11,https://fm-base.co.uk/resources/6097/download?file=579438,Will1981,4141 Goal Machine (ZaZ - Blue 3.2 AW Tweak),4-1-4-1,22.4.1,11 February 2022
32,https://beta.fm-base.co.uk/tactics/22.4.1/fm223-chicken-wing-4123-582877-6170,58.13,22.50,19.38,1.94,93,36,31,310,390,2.44,221,1.38,169,68.75,10.00,21.25,2.27,55,8,17,182,213,2.66,75,0.94,138,47.50,35.00,17.50,1.60,38,28,14,128,177,2.21,146,1.82,31,https://fm-base.co.uk/resources/6170/download?file=582877,fc.cadoni,FM22.3 CHICKEN WING 4123,4-1-2-2-1,22.4.1,7 March 2022
33,https://beta.fm-base.co.uk/tactics/22.4.1/optional-4231-424-567723-5758,60.00,26.25,13.75,1.94,96,42,22,310,455,2.84,266,1.66,189,66.25,22.50,11.25,2.10,53,18,9,168,254,3.17,127,1.59,127,53.75,30.00,16.25,1.77,43,24,13,142,201,2.51,139,1.74,62,https://fm-base.co.uk/resources/5758/download?file=567723,RandomUser123,OPTIONAL (4231) (424),4-2-2-2,22.4.1,13 December 2021
34,https://beta.fm-base.co.uk/tactics/22.4.1/martin-snoop-4231-highest-rated-4231-in-two-tactic-testing-site-so-far-576820-6043,60.00,26.25,13.75,1.94,96,42,22,310,430,2.69,259,1.62,171,67.50,18.75,13.75,2.16,54,15,11,173,236,2.95,99,1.24,137,52.50,33.75,13.75,1.71,42,27,11,137,194,2.42,160,2.00,34,https://fm-base.co.uk/resources/6043/download?file=576820,Martinbe,Martin Snoop 4231,4-2-3-1,22.4.1,21 January 2022
35,https://beta.fm-base.co.uk/tactics/22.4.1/modeerf-2220-573719-5963,59.38,25.00,15.63,1.94,95,40,25,310,489,3.06,341,2.13,148,66.25,21.25,12.50,2.11,53,17,10,169,262,3.27,154,1.93,108,52.50,28.75,18.75,1.76,42,23,15,141,227,2.84,187,2.34,40,https://fm-base.co.uk/resources/5963/download?file=573719,RandomUser123,modeerf /22.2.0,4-2-1-3,22.4.1,4 January 2022
36,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-3-1-2-222-v39-578894-6082,60.00,26.88,13.13,1.93,96,43,21,309,411,2.57,236,1.48,175,72.50,12.50,15.00,2.33,58,10,12,186,246,3.08,98,1.23,148,47.50,41.25,11.25,1.54,38,33,9,123,165,2.06,138,1.73,27,https://fm-base.co.uk/resources/6082/download?file=578894,soramon,CZY 4-3-1-2 22.2 V39,4-1-2-1-2,22.4.1,1 February 2022
37,https://beta.fm-base.co.uk/tactics/22.4.1/champagne-football-586963-6341,59.38,26.25,14.37,1.93,95,42,23,308,468,2.92,296,1.85,172,77.50,8.75,13.75,2.46,62,7,11,197,266,3.33,99,1.24,167,41.25,43.75,15.00,1.39,33,35,12,111,202,2.52,197,2.46,5,https://fm-base.co.uk/resources/6341/download?file=586963,Badea,Champagne football,4-1-4-1,22.4.1,18 May 2022
38,https://beta.fm-base.co.uk/tactics/22.4.1/jurgen-norbert-klopp-4-3-3-liverpool-style-582613-6163,58.75,25.62,15.63,1.92,94,41,25,307,386,2.41,229,1.43,157,81.25,12.50,6.25,2.50,65,10,5,200,235,2.94,81,1.01,154,36.25,38.75,25.00,1.34,29,31,20,107,151,1.89,148,1.85,3,https://fm-base.co.uk/resources/6163/download?file=582613,Sebastian3,Jürgen Norbert Klopp 4-3-3 Liverpool Style,4-1-2-2-1,22.4.1,7 March 2022
39,https://beta.fm-base.co.uk/tactics/22.4.1/4-1-2-1-2-cwb-offensive-586401-6286,57.50,23.75,18.75,1.91,92,38,30,306,402,2.51,256,1.60,146,65.00,21.25,13.75,2.09,52,17,11,167,216,2.70,122,1.52,94,50.00,26.25,23.75,1.74,40,21,19,139,186,2.33,134,1.68,52,https://fm-base.co.uk/resources/6286/download?file=586401,AndreasAndersson,4-1-2-1-2 CWB offensive,4-1-2-1-2,22.4.1,22 April 2022
40,https://beta.fm-base.co.uk/tactics/22.4.1/aggressive-narrow-wide-4231-584558-6197,58.13,25.00,16.88,1.91,93,40,27,306,418,2.61,268,1.68,150,70.00,16.25,13.75,2.24,56,13,11,179,220,2.75,97,1.21,123,46.25,33.75,20.00,1.59,37,27,16,127,198,2.48,171,2.14,27,https://fm-base.co.uk/resources/6197/download?file=584558,DudeRat,Aggressive 'Narrow-Wide' 4231,4-2-3-1,22.4.1,22 April 2022
41,https://beta.fm-base.co.uk/tactics/22.4.1/415-strikerless-machine-zaz-blue-34-aw-tweak-580315-6115,58.75,26.25,15.00,1.91,94,42,24,306,397,2.48,237,1.48,160,76.25,17.50,6.25,2.35,61,14,5,188,242,3.02,93,1.16,149,41.25,35.00,23.75,1.48,33,28,19,118,155,1.94,144,1.80,11,https://fm-base.co.uk/resources/6115/download?file=580315,Will1981,415 Strikerless Machine (Zaz - Blue 3.4 AW Tweak),4-1-5-0,22.4.1,14 February 2022
42,https://beta.fm-base.co.uk/tactics/22.4.1/aggressive-narrow-wide-4231-584558-6197,58.13,25.00,16.88,1.91,93,40,27,306,418,2.61,268,1.68,150,70.00,16.25,13.75,2.24,56,13,11,179,220,2.75,97,1.21,123,46.25,33.75,20.00,1.59,37,27,16,127,198,2.48,171,2.14,27,https://fm-base.co.uk/resources/6197/download?file=584558,DudeRat,Aggressive 'Narrow-Wide' 4231,4-2-3-1,22.4.1,22 April 2022
43,https://beta.fm-base.co.uk/tactics/22.4.1/strikerless-588463-6431,56.88,23.13,20.00,1.91,91,37,32,305,379,2.37,231,1.44,148,66.25,12.50,21.25,2.20,53,10,17,176,209,2.61,87,1.09,122,47.50,33.75,18.75,1.61,38,27,15,129,170,2.13,144,1.80,26,https://fm-base.co.uk/resources/6431/download?file=588463,13nesta13,Strikerless,4-1-2-3-0,22.4.1,18 May 2022
44,https://beta.fm-base.co.uk/tactics/22.4.1/4231-11roles-577975-6066,58.75,26.88,14.37,1.91,94,43,23,305,409,2.56,258,1.61,151,71.25,17.50,11.25,2.25,57,14,9,180,246,3.08,111,1.39,135,46.25,36.25,17.50,1.56,37,29,14,125,163,2.04,147,1.84,16,https://fm-base.co.uk/resources/6066/download?file=577975,ptacts,4231 11roles,4-2-3-1,22.4.1,29 January 2022
45,https://beta.fm-base.co.uk/tactics/22.4.1/4-3-3-mezzala-domination-574846-5999,58.13,25.62,16.25,1.91,93,41,26,305,345,2.16,207,1.29,138,67.50,18.75,13.75,2.16,54,15,11,173,176,2.20,87,1.09,89,48.75,32.50,18.75,1.65,39,26,15,132,169,2.11,120,1.50,49,https://fm-base.co.uk/resources/5999/download?file=574846,gch916,4-3-3 Mezzala Domination,4-3-2-1,22.4.1,8 January 2022
46,https://beta.fm-base.co.uk/tactics/22.4.1/4231-587071-6348,58.13,25.62,16.25,1.91,93,41,26,305,434,2.71,270,1.69,164,65.00,20.00,15.00,2.10,52,16,12,168,228,2.85,122,1.52,106,51.25,31.25,17.50,1.71,41,25,14,137,206,2.58,148,1.85,58,https://fm-base.co.uk/resources/6348/download?file=587071,s1mon891,4231,4-2-3-1,22.4.1,18 May 2022
47,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-2-4-222-v32-tweak-576760-6041,59.38,28.75,11.88,1.90,95,46,19,304,394,2.46,243,1.52,151,73.75,16.25,10.00,2.31,59,13,8,185,234,2.92,94,1.18,140,45.00,41.25,13.75,1.49,36,33,11,119,160,2.00,149,1.86,11,https://fm-base.co.uk/resources/6041/download?file=576760,soramon,CZY 4-2-4 22.2 V32 Tweak,4-2-2-2,22.4.1,21 January 2022
48,https://beta.fm-base.co.uk/tactics/22.4.1/el-turco-hands-up-2241-588129-6410,58.75,28.13,13.13,1.89,94,45,21,303,450,2.81,322,2.01,128,73.75,17.50,8.75,2.30,59,14,7,184,244,3.05,125,1.56,119,43.75,38.75,17.50,1.49,35,31,14,119,206,2.58,197,2.46,9,https://fm-base.co.uk/resources/6410/download?file=588129,elturco09,EL TURCO - HANDS UP - 22.4.1,4-2-2-2,22.4.1,18 May 2022
49,https://beta.fm-base.co.uk/tactics/22.4.1/attacking-433-566658-5764,56.88,25.00,18.13,1.89,91,40,29,302,400,2.50,282,1.76,118,62.50,16.25,21.25,2.09,50,13,17,167,197,2.46,116,1.45,81,51.25,33.75,15.00,1.69,41,27,12,135,203,2.54,166,2.08,37,https://fm-base.co.uk/resources/5764/download?file=566658,I AM ZLATAN,Attacking 433,4-3-3,22.4.1,13 December 2021
50,https://beta.fm-base.co.uk/tactics/22.4.1/goodbye-everybody-586514-6238,57.50,26.25,16.25,1.89,92,42,26,302,425,2.66,271,1.69,154,68.75,13.75,17.50,2.24,55,11,14,179,226,2.83,94,1.18,132,46.25,38.75,15.00,1.54,37,31,12,123,199,2.49,177,2.21,22,https://fm-base.co.uk/resources/6238/download?file=586514,ruifps23,Goodbye everybody,4-1-2-3,22.4.1,22 April 2022
51,https://beta.fm-base.co.uk/tactics/22.4.1/bowser-4132-583135-6178,58.13,27.50,14.37,1.89,93,44,23,302,477,2.98,292,1.82,185,72.50,20.00,7.50,2.25,58,16,6,180,275,3.44,125,1.56,150,43.75,35.00,21.25,1.52,35,28,17,122,202,2.52,167,2.09,35,https://fm-base.co.uk/resources/6178/download?file=583135,CVP87,Bowser 4132,4-1-3-2,22.4.1,15 March 2022
52,https://beta.fm-base.co.uk/tactics/22.4.1/4132-fmt-version-monster-tactic-565735-5725,57.50,26.25,16.25,1.89,92,42,26,302,449,2.81,296,1.85,153,68.75,17.50,13.75,2.20,55,14,11,176,240,3.00,117,1.46,123,46.25,35.00,18.75,1.57,37,28,15,126,209,2.61,179,2.24,30,https://fm-base.co.uk/resources/5725/download?file=565735,themaiden83,4132 FMT VERSION (MONSTER TACTIC!!!),4-1-3-2,22.4.1,13 December 2021
53,https://beta.fm-base.co.uk/tactics/22.4.1/finik34-433-hp-zaz-tweak-587048-6335,56.88,25.00,18.13,1.89,91,40,29,302,359,2.24,233,1.46,126,58.75,21.25,20.00,1.96,47,17,16,157,184,2.30,107,1.34,77,55.00,28.75,16.25,1.81,44,23,13,145,175,2.19,126,1.57,49,https://fm-base.co.uk/resources/6335/download?file=587048,finik34,finik34 - 433 hp (zaz tweak),4-1-2-2-1,22.4.1,18 May 2022
54,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-3-1-win-everything-high-score-united-581345-6132,58.13,28.13,13.75,1.88,93,45,22,301,398,2.49,252,1.57,146,72.50,12.50,15.00,2.33,58,10,12,186,232,2.90,95,1.19,137,43.75,43.75,12.50,1.44,35,35,10,115,166,2.08,157,1.96,9,https://fm-base.co.uk/resources/6132/download?file=581345,poiker,4-2-3-1 Win everything High score United,4-2-3-1,22.4.1,20 February 2022
55,https://beta.fm-base.co.uk/tactics/22.4.1/fm223-anyxthing-4231-high-intensity-583889-6187,56.25,24.38,19.38,1.88,90,39,31,301,368,2.30,211,1.32,157,67.50,17.50,15.00,2.17,54,14,12,174,196,2.45,88,1.10,108,45.00,31.25,23.75,1.59,36,25,19,127,172,2.15,123,1.54,49,https://fm-base.co.uk/resources/6187/download?file=583889,Anyxthing,FM22.3 Anyxthing 4231 High Intensity,4-2-3-1,22.4.1,22 April 2022
56,https://beta.fm-base.co.uk/tactics/22.4.1/bright-and-breezy-final-583013-6175,56.88,25.62,17.50,1.88,91,41,28,301,379,2.37,229,1.43,150,75.00,12.50,12.50,2.38,60,10,10,190,221,2.76,86,1.07,135,38.75,38.75,22.50,1.39,31,31,18,111,158,1.98,143,1.79,15,https://fm-base.co.uk/resources/6175/download?file=583013,Vami,Bright and Breezy Final,4-1-2-2-1,22.4.1,15 March 2022
