,tactic_href,Overall WIN %,Overall LOSS %,Overall DRAW %,Overall POINTS PER GAME,Overall MATCHES WON,Overall MATCHES LOST,Overall MATCHES DRAW,Overall TOTAL POINTS,Overall GOAL SCORED,Overall GOAL PER MATCH,Overall GOAL CONCEDED,Overall CONCEDED PER MATCH,Overall GOAL DIFFERENCE,Subtop WIN %,Subtop LOSS %,Subtop DRAW %,Subtop POINTS PER GAME,Subtop MATCHES WON,Subtop MATCHES LOST,Subtop MATCHES DRAW,Subtop TOTAL POINTS,Subtop GOAL SCORED,Subtop GOAL PER MATCH,Subtop GOAL CONCEDED,Subtop CONCEDED PER MATCH,Subtop GOAL DIFFERENCE,Underdog WIN %,Underdog LOSS %,Underdog DRAW %,Underdog POINTS PER GAME,Underdog MATCHES WON,Underdog MATCHES LOST,Underdog MATCHES DRAW,Underdog TOTAL POINTS,Underdog GOAL SCORED,Underdog GOAL PER MATCH,Underdog GOAL CONCEDED,Underdog CONCEDED PER MATCH,Underdog GOAL DIFFERENCE,download_href,Author,Name,Formation,Game Version,Date Tested
116,https://beta.fm-base.co.uk/tactics/22.4.1/modeerf-2220-574170-5963,53.13,27.50,19.38,1.79,85,44,31,286,415,2.59,305,1.91,110,68.75,13.75,17.50,2.24,55,11,14,179,224,2.80,113,1.41,111,37.50,41.25,21.25,1.34,30,33,17,107,191,2.39,192,2.40,-1,https://fm-base.co.uk/resources/5963/download?file=574170,RandomUser123,modeerf /22.2.0,4-2-1-3,22.4.1,5 January 2022
117,https://beta.fm-base.co.uk/tactics/22.4.1/fm-22-elturco-essyy-no-mercy-575245-6004,53.75,28.75,17.50,1.79,86,46,28,286,393,2.46,271,1.69,122,57.50,22.50,20.00,1.93,46,18,16,154,192,2.40,117,1.46,75,50.00,35.00,15.00,1.65,40,28,12,132,201,2.51,154,1.93,47,https://fm-base.co.uk/resources/6004/download?file=575245,elturco09,FM 22 ELTURCO-ESSYY - NO MERCY,4-2-2-2,22.4.1,10 January 2022
118,https://beta.fm-base.co.uk/tactics/22.4.1/433-dominance-565889-5736,52.50,26.25,21.25,1.79,84,42,34,286,352,2.20,239,1.49,113,65.00,15.00,20.00,2.15,52,12,16,172,202,2.52,91,1.14,111,40.00,37.50,22.50,1.43,32,30,18,114,150,1.88,148,1.85,2,https://fm-base.co.uk/resources/5736/download?file=565889,Ozzy20,433 DOMINANCE,4-1-2-2-1,22.4.1,13 December 2021
119,https://beta.fm-base.co.uk/tactics/22.4.1/fm22-4-2-3-1-blade-v-1-565424-5697,51.88,25.00,23.13,1.79,83,40,37,286,374,2.34,247,1.54,127,63.75,13.75,22.50,2.14,51,11,18,171,195,2.44,101,1.26,94,40.00,36.25,23.75,1.44,32,29,19,115,179,2.24,146,1.82,33,https://fm-base.co.uk/resources/5697/download?file=565424,lisa-,fm22 (4-2-3-1) @blade@ v-1,4-2-3-1,22.4.1,13 December 2021
120,https://beta.fm-base.co.uk/tactics/22.4.1/total-domination-589898-6520,53.13,27.50,19.38,1.79,85,44,31,286,373,2.33,234,1.46,139,66.25,17.50,16.25,2.15,53,14,13,172,220,2.75,90,1.13,130,40.00,37.50,22.50,1.43,32,30,18,114,153,1.91,144,1.80,9,https://fm-base.co.uk/resources/6520/download?file=589898,ReVex,Total Domination,4-1-2-2-1,22.4.1,31 May 2022
121,https://beta.fm-base.co.uk/tactics/22.4.1/4-1-2-3-veselyus-581003-6126,51.88,25.62,22.50,1.78,83,41,36,285,318,1.99,208,1.30,110,63.75,13.75,22.50,2.14,51,11,18,171,186,2.33,76,0.95,110,40.00,37.50,22.50,1.43,32,30,18,114,132,1.65,132,1.65,0,https://fm-base.co.uk/resources/6126/download?file=581003,veselyus,4-1-2-3 Veselyus,4-1-2-2-1,22.4.1,20 February 2022
122,https://beta.fm-base.co.uk/tactics/22.4.1/angeball-579027-6084,53.13,28.13,18.75,1.78,85,45,30,285,342,2.14,233,1.46,109,62.50,13.75,23.75,2.11,50,11,19,169,191,2.39,88,1.10,103,43.75,42.50,13.75,1.45,35,34,11,116,151,1.89,145,1.81,6,https://fm-base.co.uk/resources/6084/download?file=579027,SCORCH123,ANGEBALL,4-1-2-2-1,22.4.1,1 February 2022
123,https://beta.fm-base.co.uk/tactics/22.4.1/full-offensive-565530-5706,55.00,31.87,13.13,1.78,88,51,21,285,364,2.27,247,1.54,117,68.75,16.25,15.00,2.21,55,13,12,177,224,2.80,94,1.18,130,41.25,47.50,11.25,1.35,33,38,9,108,140,1.75,153,1.91,-13,https://fm-base.co.uk/resources/5706/download?file=565530,frytek133,Full Offensive,4-2-3-1,22.4.1,13 December 2021
124,https://beta.fm-base.co.uk/tactics/22.4.1/bwm-4222-587121-6354,54.37,30.63,15.00,1.78,87,49,24,285,417,2.61,318,1.99,99,72.50,16.25,11.25,2.29,58,13,9,183,250,3.13,116,1.45,134,36.25,45.00,18.75,1.27,29,36,15,102,167,2.09,202,2.52,-35,https://fm-base.co.uk/resources/6354/download?file=587121,cucu111,BWM 4222,4-2-2-2,22.4.1,18 May 2022
125,https://beta.fm-base.co.uk/tactics/22.4.1/man-utd-442-raumdeuter-566722-5679,53.13,28.75,18.13,1.77,85,46,29,284,469,2.93,341,2.13,128,67.50,15.00,17.50,2.20,54,12,14,176,271,3.39,125,1.56,146,38.75,42.50,18.75,1.35,31,34,15,108,198,2.48,216,2.70,-18,https://fm-base.co.uk/resources/5679/download?file=566722,truonghungfv,Man utd 442 Raumdeuter,4-2-2-2,22.4.1,13 December 2021
126,https://beta.fm-base.co.uk/tactics/22.4.1/aysmmetric-4222-584923-6206,53.13,28.75,18.13,1.77,85,46,29,284,381,2.38,266,1.66,115,71.25,13.75,15.00,2.29,57,11,12,183,224,2.80,103,1.29,121,35.00,43.75,21.25,1.26,28,35,17,101,157,1.96,163,2.04,-6,https://fm-base.co.uk/resources/6206/download?file=584923,LeoMann,Aysmmetric 4222,4-2-2-2,22.4.1,22 April 2022
127,https://beta.fm-base.co.uk/tactics/22.4.1/4231-gegenpress-for-hku23-586717-6321,53.75,30.00,16.25,1.77,86,48,26,284,317,1.98,208,1.30,109,55.00,28.75,16.25,1.81,44,23,13,145,154,1.93,88,1.10,66,52.50,31.25,16.25,1.74,42,25,13,139,163,2.04,120,1.50,43,https://fm-base.co.uk/resources/6321/download?file=586717,bentfi,4231 gegenpress for HKU23,4-2-3-1,22.4.1,22 April 2022
128,https://beta.fm-base.co.uk/tactics/22.4.1/the-journeyman-tactic-by-pappa-582688-6164,52.50,28.13,19.38,1.77,84,45,31,283,367,2.29,254,1.59,113,63.75,16.25,20.00,2.11,51,13,16,169,213,2.66,98,1.23,115,41.25,40.00,18.75,1.43,33,32,15,114,154,1.93,156,1.95,-2,https://fm-base.co.uk/resources/6164/download?file=582688,Roy Lightfoot,The Journeyman Tactic by Pappa,4-1-2-2-1,22.4.1,7 March 2022
129,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-3-1-abilbao-wins-treble-first-season-the-only-tactic-youll-need-till-the-end-of-the-game-565711-5722,53.13,29.38,17.50,1.77,85,47,28,283,377,2.36,265,1.66,112,70.00,20.00,10.00,2.20,56,16,8,176,218,2.73,100,1.25,118,36.25,38.75,25.00,1.34,29,31,20,107,159,1.99,165,2.06,-6,https://fm-base.co.uk/resources/5722/download?file=565711,aleshkohen,[4-2-3-1] A.Bilbao wins treble first season. The only tactic you'll need till the end of the game.,4-2-3-1,22.4.1,13 December 2021
130,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-2-4-222-v31-576569-6035,55.63,34.38,10.00,1.77,89,55,16,283,382,2.39,274,1.71,108,67.50,23.75,8.75,2.11,54,19,7,169,227,2.84,125,1.56,102,43.75,45.00,11.25,1.43,35,36,9,114,155,1.94,149,1.86,6,https://fm-base.co.uk/resources/6035/download?file=576569,soramon,CZY 4-2-4 22.2 V31,4-2-2-2,22.4.1,17 January 2022
131,https://beta.fm-base.co.uk/tactics/22.4.1/real-mutter-433-cm-587093-6350,53.13,29.38,17.50,1.77,85,47,28,283,323,2.02,211,1.32,112,71.25,17.50,11.25,2.25,57,14,9,180,188,2.35,82,1.02,106,35.00,41.25,23.75,1.29,28,33,19,103,135,1.69,129,1.61,6,https://fm-base.co.uk/resources/6350/download?file=587093,papajohnhhhhh,Real Mutter 433 CM,4-1-2-3-0,22.4.1,18 May 2022
132,https://beta.fm-base.co.uk/tactics/22.4.1/fm22-4-1-5-kamikaze-v-1-565405-5693,51.88,26.88,21.25,1.77,83,43,34,283,455,2.84,346,2.16,109,66.25,15.00,18.75,2.17,53,12,15,174,250,3.13,126,1.57,124,37.50,38.75,23.75,1.36,30,31,19,109,205,2.56,220,2.75,-15,https://fm-base.co.uk/resources/5693/download?file=565405,lisa-,fm22 (4-1-5) @kamikaze@ v-1,4-1-3-2,22.4.1,13 December 2021
133,https://beta.fm-base.co.uk/tactics/22.4.1/sebastian-dutch-tulip-4-2-3-1-ss-v15-577707-6058,52.50,28.13,19.38,1.77,84,45,31,283,369,2.31,264,1.65,105,66.25,18.75,15.00,2.14,53,15,12,171,222,2.77,115,1.44,107,38.75,37.50,23.75,1.40,31,30,19,112,147,1.84,149,1.86,-2,https://fm-base.co.uk/resources/6058/download?file=577707,Sebastian3,Sebastian Dutch tulip 4-2-3-1 SS V1.5,4-2-3-1,22.4.1,24 January 2022
134,https://beta.fm-base.co.uk/tactics/22.4.1/4-4-2-virton-diamond-585982-6267,51.88,26.88,21.25,1.77,83,43,34,283,333,2.08,240,1.50,93,63.75,21.25,15.00,2.06,51,17,12,165,187,2.34,100,1.25,87,40.00,32.50,27.50,1.48,32,26,22,118,146,1.82,140,1.75,6,https://fm-base.co.uk/resources/6267/download?file=585982,MurphFM,4-4-2 Virton [Diamond],4-1-2-1-2,22.4.1,22 April 2022
135,https://beta.fm-base.co.uk/tactics/22.4.1/4-3-3dmpositiveoneonly-583335-6181,50.63,24.38,25.00,1.77,81,39,40,283,340,2.13,246,1.54,94,63.75,16.25,20.00,2.11,51,13,16,169,190,2.38,101,1.26,89,37.50,32.50,30.00,1.43,30,26,24,114,150,1.88,145,1.81,5,https://fm-base.co.uk/resources/6181/download?file=583335,Andrivio,4-3-3DM_POSITIVE_One&Only,4-1-2-2-1,22.4.1,15 March 2022
136,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-1-2-1-2-222-v34-577283-6052,54.37,32.50,13.13,1.76,87,52,21,282,351,2.19,248,1.55,103,67.50,22.50,10.00,2.13,54,18,8,170,208,2.60,96,1.20,112,41.25,42.50,16.25,1.40,33,34,13,112,143,1.79,152,1.90,-9,https://fm-base.co.uk/resources/6052/download?file=577283,soramon,CZY 4-1-2-1-2 22.2 V34,4-1-2-1-2,22.4.1,24 January 2022
137,https://beta.fm-base.co.uk/tactics/22.4.1/jb433-inverted-582611-6162,52.50,28.75,18.75,1.76,84,46,30,282,368,2.30,223,1.39,145,72.50,12.50,15.00,2.33,58,10,12,186,226,2.83,79,0.99,147,32.50,45.00,22.50,1.20,26,36,18,96,142,1.77,144,1.80,-2,https://fm-base.co.uk/resources/6162/download?file=582611,jimmypb,JB433 Inverted,4-1-2-2-1,22.4.1,7 March 2022
138,https://beta.fm-base.co.uk/tactics/22.4.1/415-strikerless-machine-223-zaz-blue-40-tweak-581916-6150,53.75,31.25,15.00,1.76,86,50,24,282,394,2.46,255,1.59,139,68.75,13.75,17.50,2.24,55,11,14,179,242,3.02,87,1.09,155,38.75,48.75,12.50,1.29,31,39,10,103,152,1.90,168,2.10,-16,https://fm-base.co.uk/resources/6150/download?file=581916,Will1981,415 Strikerless Machine 22.3 (Zaz - Blue 4.0 Tweak),4-1-5-0,22.4.1,27 February 2022
139,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-3-3-222-v44-tweak-579343-6094,52.50,28.75,18.75,1.76,84,46,30,282,367,2.29,256,1.60,111,65.00,11.25,23.75,2.19,52,9,19,175,214,2.67,88,1.10,126,40.00,46.25,13.75,1.34,32,37,11,107,153,1.91,168,2.10,-15,https://fm-base.co.uk/resources/6094/download?file=579343,soramon,CZY 4-3-3 22.2 V44 Tweak,4-1-2-2-1,22.4.1,4 February 2022
140,https://beta.fm-base.co.uk/tactics/22.4.1/stephenhk-kung-fu-4141-576310-6029,52.50,29.38,18.13,1.76,84,47,29,281,354,2.21,251,1.57,103,71.25,10.00,18.75,2.33,57,8,15,186,209,2.61,82,1.02,127,33.75,48.75,17.50,1.19,27,39,14,95,145,1.81,169,2.11,-24,https://fm-base.co.uk/resources/6029/download?file=576310,fc.cadoni,StephenHK - KUNG FU 4141,4-1-4-1,22.4.1,16 January 2022
141,https://beta.fm-base.co.uk/tactics/22.4.1/senolhocam-4-2-3-1-587428-6369,52.50,29.38,18.13,1.76,84,47,29,281,326,2.04,229,1.43,97,68.75,13.75,17.50,2.24,55,11,14,179,199,2.49,88,1.10,111,36.25,45.00,18.75,1.27,29,36,15,102,127,1.59,141,1.76,-14,https://fm-base.co.uk/resources/6369/download?file=587428,Estağfurullah,ŞenolHocam 4-2-3-1,4-2-3-1,22.4.1,18 May 2022
142,https://beta.fm-base.co.uk/tactics/22.4.1/methriver-v14-newcastle-triple-premier-league-league-cup-cl-586462-6288,53.75,31.87,14.37,1.76,86,51,23,281,363,2.27,257,1.61,106,62.50,27.50,10.00,1.98,50,22,8,158,196,2.45,98,1.23,98,45.00,36.25,18.75,1.54,36,29,15,123,167,2.09,159,1.99,8,https://fm-base.co.uk/resources/6288/download?file=586462,magicnut,MethRiver V1.4 Newcastle Triple Premier league + League Cup+ CL,4-1-2-2-1,22.4.1,22 April 2022
143,https://beta.fm-base.co.uk/tactics/22.4.1/4-3-3-calcio-caos-585346-6231,51.88,28.13,20.00,1.76,83,45,32,281,305,1.91,213,1.33,92,63.75,17.50,18.75,2.10,51,14,15,168,167,2.09,70,0.88,97,40.00,38.75,21.25,1.41,32,31,17,113,138,1.73,143,1.79,-5,https://fm-base.co.uk/resources/6231/download?file=585346,Pipo48,4-3-3 Calcio Caos,4-1-2-2-1,22.4.1,22 April 2022
144,https://beta.fm-base.co.uk/tactics/22.4.1/highest-scoring-subtop-tactic-regrouping-4-2-2-2-584466-6195,53.75,31.87,14.37,1.76,86,51,23,281,454,2.84,329,2.06,125,67.50,18.75,13.75,2.16,54,15,11,173,267,3.34,142,1.77,125,40.00,45.00,15.00,1.35,32,36,12,108,187,2.34,187,2.34,0,https://fm-base.co.uk/resources/6195/download?file=584466,sngxunzh,Highest Scoring Subtop Tactic? (Regrouping 4-2-2-2),4-2-2-2,22.4.1,22 April 2022
145,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-2-2-two-mezzala-582336-6155,53.75,31.87,14.37,1.76,86,51,23,281,455,2.84,331,2.07,124,67.50,18.75,13.75,2.16,54,15,11,173,269,3.36,138,1.73,131,40.00,45.00,15.00,1.35,32,36,12,108,186,2.33,193,2.41,-7,https://fm-base.co.uk/resources/6155/download?file=582336,veselyus,4-2-2-2 Two Mezzala,4-2-2-2,22.4.1,7 March 2022
146,https://beta.fm-base.co.uk/tactics/22.4.1/tikiflakka-19-man-utd-triple-first-season-clfa-cup-premier-league-96-pts-576160-6024,51.25,26.88,21.88,1.76,82,43,35,281,365,2.28,278,1.74,87,58.75,21.25,20.00,1.96,47,17,16,157,179,2.24,105,1.31,74,43.75,32.50,23.75,1.55,35,26,19,124,186,2.33,173,2.16,13,https://fm-base.co.uk/resources/6024/download?file=576160,magicnut,TikiFlakka 1.9 Man Utd Triple first season CL+FA Cup+ Premier league 96 pts.,4-2-2-2,22.4.1,16 January 2022
147,https://beta.fm-base.co.uk/tactics/22.4.1/tikiflakka-19-man-utd-triple-first-season-clfa-cup-premier-league-96-pts-576160-6024,51.25,26.88,21.88,1.76,82,43,35,281,365,2.28,278,1.74,87,58.75,21.25,20.00,1.96,47,17,16,157,179,2.24,105,1.31,74,43.75,32.50,23.75,1.55,35,26,19,124,186,2.33,173,2.16,13,https://fm-base.co.uk/resources/6024/download?file=576160,magicnut,TikiFlakka 1.9 Man Utd Triple first season CL+FA Cup+ Premier league 96 pts.,4-2-2-2,22.4.1,16 January 2022
148,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-4-iws-n3linh0s-579170-6088,51.88,28.13,20.00,1.76,83,45,32,281,381,2.38,284,1.77,97,67.50,17.50,15.00,2.17,54,14,12,174,214,2.67,120,1.50,94,36.25,38.75,25.00,1.34,29,31,20,107,167,2.09,164,2.05,3,https://fm-base.co.uk/resources/6088/download?file=579170,N3linh0,4-2-4 Iw's N3linh0'S,4-2-2-2,22.4.1,3 February 2022
149,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-1-2-1-2-222-v38-tweak-578560-6074,50.00,25.00,25.00,1.75,80,40,40,280,333,2.08,250,1.56,83,58.75,15.00,26.25,2.02,47,12,21,162,192,2.40,104,1.30,88,41.25,35.00,23.75,1.48,33,28,19,118,141,1.76,146,1.82,-5,https://fm-base.co.uk/resources/6074/download?file=578560,soramon,CZY 4-1-2-1-2 22.2 V38 Tweak,4-1-2-1-2,22.4.1,29 January 2022
150,https://beta.fm-base.co.uk/tactics/22.4.1/wrong-582285-6152,51.88,28.75,19.38,1.75,83,46,31,280,351,2.19,229,1.43,122,70.00,16.25,13.75,2.24,56,13,11,179,207,2.59,79,0.99,128,33.75,41.25,25.00,1.26,27,33,20,101,144,1.80,150,1.88,-6,https://fm-base.co.uk/resources/6152/download?file=582285,Ozturk 58,wrong,4-1-2-2-1,22.4.1,7 March 2022
151,https://beta.fm-base.co.uk/tactics/22.4.1/stephenhk-kung-fu-424-dm-576298-6027,52.50,30.00,17.50,1.75,84,48,28,280,418,2.61,288,1.80,130,63.75,13.75,22.50,2.14,51,11,18,171,227,2.84,99,1.24,128,41.25,46.25,12.50,1.36,33,37,10,109,191,2.39,189,2.36,2,https://fm-base.co.uk/resources/6027/download?file=576298,fc.cadoni,StephenHK - KUNG FU 424 DM,4-2-2-2,22.4.1,16 January 2022
152,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-1-1-4-222-v28-576053-6021,53.13,31.87,15.00,1.74,85,51,24,279,386,2.41,292,1.82,94,67.50,18.75,13.75,2.16,54,15,11,173,218,2.73,106,1.32,112,38.75,45.00,16.25,1.32,31,36,13,106,168,2.10,186,2.33,-18,https://fm-base.co.uk/resources/6021/download?file=576053,soramon,CZY 4-1-1-4 22.2 V28,4-1-1-2-2,22.4.1,16 January 2022
153,https://beta.fm-base.co.uk/tactics/22.4.1/fm-22-elturco-essyy-4231-584622-6200,51.25,28.13,20.63,1.74,82,45,33,279,423,2.64,319,1.99,104,66.25,13.75,20.00,2.19,53,11,16,175,257,3.21,121,1.51,136,36.25,42.50,21.25,1.30,29,34,17,104,166,2.08,198,2.48,-32,https://fm-base.co.uk/resources/6200/download?file=584622,elturco09,FM 22 ELTURCO - ESSYY - 4231,4-2-3-1,22.4.1,22 April 2022
154,https://beta.fm-base.co.uk/tactics/22.4.1/the-streamer-built-442-576166-6025,51.88,29.38,18.75,1.74,83,47,30,279,332,2.08,244,1.52,88,63.75,17.50,18.75,2.10,51,14,15,168,181,2.26,95,1.19,86,40.00,41.25,18.75,1.39,32,33,15,111,151,1.89,149,1.86,2,https://fm-base.co.uk/resources/6025/download?file=576166,DAMMO_23,The Streamer Built 442,4-4-2,22.4.1,16 January 2022
155,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-3-1-man-utd-101-pts-premier-league-and-ucl-571013-5909,51.25,28.75,20.00,1.74,82,46,32,278,349,2.18,250,1.56,99,68.75,12.50,18.75,2.25,55,10,15,180,201,2.51,85,1.06,116,33.75,45.00,21.25,1.23,27,36,17,98,148,1.85,165,2.06,-17,https://fm-base.co.uk/resources/5909/download?file=571013,ozanmadrid,4-2-3-1 - Man Utd 101 pts - Premier League and UCL,4-2-3-1,22.4.1,17 December 2021
156,https://beta.fm-base.co.uk/tactics/22.4.1/spielmacher-3-5-2-by-vujevic-572240-5948,51.88,30.00,18.13,1.74,83,48,29,278,364,2.27,240,1.50,124,62.50,18.75,18.75,2.06,50,15,15,165,199,2.49,86,1.07,113,41.25,41.25,17.50,1.41,33,33,14,113,165,2.06,154,1.93,11,https://fm-base.co.uk/resources/5948/download?file=572240,vujevic,SPIELMACHER-3-5-2-by Vujevic,5-2-1-2,22.4.1,26 December 2021
157,https://beta.fm-base.co.uk/tactics/22.4.1/vincenzo-italiano-masterclass-tactic-567466-5788,51.25,28.75,20.00,1.74,82,46,32,278,317,1.98,213,1.33,104,67.50,10.00,22.50,2.25,54,8,18,180,190,2.38,69,0.86,121,35.00,47.50,17.50,1.23,28,38,14,98,127,1.59,144,1.80,-17,https://fm-base.co.uk/resources/5788/download?file=567466,themaiden83,Vincenzo Italiano Masterclass Tactic,4-1-2-2-1,22.4.1,13 December 2021
158,https://beta.fm-base.co.uk/tactics/22.4.1/unbeaten-ucl-winning-4-2-4-145-goals-in-34-league-games-565596-5713,50.63,28.13,21.25,1.73,81,45,34,277,392,2.45,293,1.83,99,63.75,17.50,18.75,2.10,51,14,15,168,200,2.50,105,1.31,95,37.50,38.75,23.75,1.36,30,31,19,109,192,2.40,188,2.35,4,https://fm-base.co.uk/resources/5713/download?file=565596,SCORCH123,UNBEATEN + UCL winning 4-2-4 (145 goals in 34 league games),4-2-2-2,22.4.1,13 December 2021
159,https://beta.fm-base.co.uk/tactics/22.4.1/cheesy-tiki-taka-587731-6384,51.25,29.38,19.38,1.73,82,47,31,277,325,2.03,252,1.57,73,62.50,18.75,18.75,2.06,50,15,15,165,182,2.27,103,1.29,79,40.00,40.00,20.00,1.40,32,32,16,112,143,1.79,149,1.86,-6,https://fm-base.co.uk/resources/6384/download?file=587731,thecheese42,Cheesy Tiki-taka,4-1-2-2-1,22.4.1,18 May 2022
160,https://beta.fm-base.co.uk/tactics/22.4.1/kung-fu-4231-fm22-tweak-565201-5670,50.63,28.13,21.25,1.73,81,45,34,277,333,2.08,242,1.51,91,65.00,13.75,21.25,2.16,52,11,17,173,180,2.25,82,1.02,98,36.25,42.50,21.25,1.30,29,34,17,104,153,1.91,160,2.00,-7,https://fm-base.co.uk/resources/5670/download?file=565201,Liam,Kung Fu 4231 FM22 Tweak,4-2-3-1,22.4.1,13 December 2021
161,https://beta.fm-base.co.uk/tactics/22.4.1/fantastic-target-tactic-3-5-2-by-vujevic-589632-6495,50.63,28.13,21.25,1.73,81,45,34,277,354,2.21,236,1.48,118,58.75,22.50,18.75,1.95,47,18,15,156,199,2.49,107,1.34,92,42.50,33.75,23.75,1.51,34,27,19,121,155,1.94,129,1.61,26,https://fm-base.co.uk/resources/6495/download?file=589632,vujevic,Fantastic Target tactic 3-5-2 by Vujevic,5-1-2-2,22.4.1,31 May 2022
162,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-3-1-gegenpress-attack-575707-6013,52.50,31.87,15.63,1.73,84,51,25,277,408,2.55,317,1.98,91,73.75,15.00,11.25,2.33,59,12,9,186,248,3.10,103,1.29,145,31.25,48.75,20.00,1.14,25,39,16,91,160,2.00,214,2.67,-54,https://fm-base.co.uk/resources/6013/download?file=575707,nikolaosaek,4-2-3-1 Gegenpress Attack,4-2-3-1,22.4.1,16 January 2022
163,https://beta.fm-base.co.uk/tactics/22.4.1/224lukosha-4321-gegenpress-579810-6102,53.13,33.13,13.75,1.73,85,53,22,277,384,2.40,282,1.76,102,61.25,27.50,11.25,1.95,49,22,9,156,205,2.56,117,1.46,88,45.00,38.75,16.25,1.51,36,31,13,121,179,2.24,165,2.06,14,https://fm-base.co.uk/resources/6102/download?file=579810,Mr1Alexander,22.4Lukosha (4321 Gegenpress),4-2-3-1,22.4.1,11 February 2022
164,https://beta.fm-base.co.uk/tactics/22.4.1/wing-taka-433-572455-5952,51.25,29.38,19.38,1.73,82,47,31,277,338,2.11,229,1.43,109,71.25,11.25,17.50,2.31,57,9,14,185,210,2.63,74,0.93,136,31.25,47.50,21.25,1.15,25,38,17,92,128,1.60,155,1.94,-27,https://fm-base.co.uk/resources/5952/download?file=572455,jethers,Wing-Taka 433,4-3-2-1,22.4.1,26 December 2021
165,https://beta.fm-base.co.uk/tactics/22.4.1/no-more-strikers-100-points-in-the-epl-ucl-final-576040-6022,51.25,29.38,19.38,1.73,82,47,31,277,355,2.22,237,1.48,118,73.75,12.50,13.75,2.35,59,10,11,188,233,2.91,91,1.14,142,28.75,46.25,25.00,1.11,23,37,20,89,122,1.52,146,1.82,-24,https://fm-base.co.uk/resources/6022/download?file=576040,SCORCH123,NO MORE STRIKERS. [100 POINTS IN THE EPL + UCL final],4-1-3-2-0,22.4.1,16 January 2022
166,https://beta.fm-base.co.uk/tactics/22.4.1/one-touch-pass-and-move-433-570013-5877,53.13,33.13,13.75,1.73,85,53,22,277,347,2.17,265,1.66,82,72.50,16.25,11.25,2.29,58,13,9,183,212,2.65,91,1.14,121,33.75,50.00,16.25,1.18,27,40,13,94,135,1.69,174,2.17,-39,https://fm-base.co.uk/resources/5877/download?file=570013,JAMBOOLIA,One Touch Pass and Move 433,4-1-2-2-1,22.4.1,13 December 2021
167,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-1-1-3-1-222-v37-tweak-578203-6072,51.25,30.00,18.75,1.73,82,48,30,276,354,2.21,253,1.58,101,68.75,20.00,11.25,2.17,55,16,9,174,220,2.75,99,1.24,121,33.75,40.00,26.25,1.27,27,32,21,102,134,1.68,154,1.93,-20,https://fm-base.co.uk/resources/6072/download?file=578203,soramon,CZY 4-1-1-3-1 22.2 V37 Tweak,4-1-1-3-1,22.4.1,29 January 2022
168,https://beta.fm-base.co.uk/tactics/22.4.1/wide-james-may-cheese-587838-6392,53.13,33.75,13.13,1.73,85,54,21,276,348,2.17,276,1.73,72,67.50,22.50,10.00,2.13,54,18,8,170,196,2.45,105,1.31,91,38.75,45.00,16.25,1.32,31,36,13,106,152,1.90,171,2.14,-19,https://fm-base.co.uk/resources/6392/download?file=587838,Erwin Rammel Brutalo,Wide james may cheese,5-2-1-2,22.4.1,18 May 2022
169,https://beta.fm-base.co.uk/tactics/22.4.1/give-the-opponent-amnesia-4-2-3-1-attacking-572071-5945,51.88,31.25,16.88,1.73,83,50,27,276,362,2.26,250,1.56,112,73.75,21.25,5.00,2.26,59,17,4,181,208,2.60,87,1.09,121,30.00,41.25,28.75,1.19,24,33,23,95,154,1.93,163,2.04,-9,https://fm-base.co.uk/resources/5945/download?file=572071,janvhv,Give the Opponent Amnesia 4-2-3-1 Attacking,4-2-3-1,22.4.1,24 December 2021
170,https://beta.fm-base.co.uk/tactics/22.4.1/442-v-invincible-man-utd-134-goals-cr7-79-goals-587207-6357,52.50,32.50,15.00,1.73,84,52,24,276,432,2.70,330,2.06,102,68.75,21.25,10.00,2.16,55,17,8,173,250,3.13,142,1.77,108,36.25,43.75,20.00,1.29,29,35,16,103,182,2.27,188,2.35,-6,https://fm-base.co.uk/resources/6357/download?file=587207,vinhtran810,442 V - Invincible Man Utd 134 goals - CR7 79 goals,4-4-2,22.4.1,18 May 2022
171,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-1-1-3-1-222-v37-tweak-578203-6072,51.25,30.00,18.75,1.73,82,48,30,276,354,2.21,253,1.58,101,68.75,20.00,11.25,2.17,55,16,9,174,220,2.75,99,1.24,121,33.75,40.00,26.25,1.27,27,32,21,102,134,1.68,154,1.93,-20,https://fm-base.co.uk/resources/6072/download?file=578203,soramon,CZY 4-1-1-3-1 22.2 V37 Tweak,4-1-1-3-1,22.4.1,29 January 2022
